4.759999999999999787e+00	3.900000000000000000e+01	2.100000000000000000e+01	1.857142857142857206e+00
4.860000000000000320e+00	5.600000000000000000e+01	2.900000000000000000e+01	1.931034482758620774e+00
4.889999999999999680e+00	1.500000000000000000e+01	1.200000000000000000e+01	1.250000000000000000e+00
4.889999999999999680e+00	4.100000000000000000e+01	2.600000000000000000e+01	1.576923076923076872e+00
4.919999999999999929e+00	5.300000000000000000e+01	3.100000000000000000e+01	1.709677419354838745e+00
4.950000000000000178e+00	2.100000000000000000e+01	1.400000000000000000e+01	1.500000000000000000e+00
4.969999999999999751e+00	4.500000000000000000e+01	2.100000000000000000e+01	2.142857142857142794e+00
5.009999999999999787e+00	4.300000000000000000e+01	2.100000000000000000e+01	2.047619047619047450e+00
5.040000000000000036e+00	2.200000000000000000e+01	9.000000000000000000e+00	2.444444444444444642e+00
5.120000000000000107e+00	4.700000000000000000e+01	2.000000000000000000e+01	2.350000000000000089e+00
5.120000000000000107e+00	3.300000000000000000e+01	2.000000000000000000e+01	1.649999999999999911e+00
5.219999999999999751e+00	3.900000000000000000e+01	2.400000000000000000e+01	1.625000000000000000e+00
5.230000000000000426e+00	2.800000000000000000e+01	2.200000000000000000e+01	1.272727272727272707e+00
5.259999999999999787e+00	4.000000000000000000e+01	2.600000000000000000e+01	1.538461538461538547e+00
5.299999999999999822e+00	6.300000000000000000e+01	2.900000000000000000e+01	2.172413793103448398e+00
5.360000000000000320e+00	5.900000000000000000e+01	2.800000000000000000e+01	2.107142857142857206e+00
5.379999999999999893e+00	5.100000000000000000e+01	2.400000000000000000e+01	2.125000000000000000e+00
5.509999999999999787e+00	2.500000000000000000e+01	1.200000000000000000e+01	2.083333333333333481e+00
5.700000000000000178e+00	5.000000000000000000e+01	2.600000000000000000e+01	1.923076923076923128e+00
5.730000000000000426e+00	3.200000000000000000e+01	2.700000000000000000e+01	1.185185185185185119e+00
5.750000000000000000e+00	3.700000000000000000e+01	1.800000000000000000e+01	2.055555555555555358e+00
6.049999999999999822e+00	1.900000000000000000e+01	1.300000000000000000e+01	1.461538461538461453e+00
6.059999999999999609e+00	4.300000000000000000e+01	2.400000000000000000e+01	1.791666666666666741e+00
6.070000000000000284e+00	2.700000000000000000e+01	1.700000000000000000e+01	1.588235294117646967e+00
6.080000000000000071e+00	3.200000000000000000e+01	1.300000000000000000e+01	2.461538461538461675e+00
6.139999999999999680e+00	3.500000000000000000e+01	2.100000000000000000e+01	1.666666666666666741e+00
6.139999999999999680e+00	4.500000000000000000e+01	1.600000000000000000e+01	2.812500000000000000e+00
6.190000000000000391e+00	4.400000000000000000e+01	2.100000000000000000e+01	2.095238095238095344e+00
6.200000000000000178e+00	3.900000000000000000e+01	3.100000000000000000e+01	1.258064516129032251e+00
6.219999999999999751e+00	6.500000000000000000e+01	2.800000000000000000e+01	2.321428571428571619e+00
6.259999999999999787e+00	3.700000000000000000e+01	2.400000000000000000e+01	1.541666666666666741e+00
6.330000000000000071e+00	3.100000000000000000e+01	1.600000000000000000e+01	1.937500000000000000e+00
6.429999999999999716e+00	1.400000000000000000e+01	1.200000000000000000e+01	1.166666666666666741e+00
6.519999999999999574e+00	2.400000000000000000e+01	1.900000000000000000e+01	1.263157894736842035e+00
6.620000000000000107e+00	2.700000000000000000e+01	1.700000000000000000e+01	1.588235294117646967e+00
6.629999999999999893e+00	4.700000000000000000e+01	2.300000000000000000e+01	2.043478260869565410e+00
6.660000000000000142e+00	2.400000000000000000e+01	2.100000000000000000e+01	1.142857142857142794e+00
6.719999999999999751e+00	2.200000000000000000e+01	1.700000000000000000e+01	1.294117647058823595e+00
